Entry,Entry name,Status,Protein names,Gene names,Organism,Virus hosts,Pathway
D7SCA1,D7SCA1_9GAMC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Infectious bronchitis virus,,
A0A385H6R4,A0A385H6R4_CVHOC,unreviewed,Replicase polyprotein 1ab,orf1ab,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
G3C798,G3C798_9GAMC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Infectious bronchitis virus,,
U3N7N3,U3N7N3_CVHK1,unreviewed,Replicase polyprotein 1ab,Pp1ab,Human coronavirus HKU1 (HCoV-HKU1),Homo sapiens (Human) [TaxID: 9606],
A0A1V0PKX6,A0A1V0PKX6_CVHNL,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Human coronavirus NL63 (HCoV-NL63),Homo sapiens (Human) [TaxID: 9606],
A0A075ED38,A0A075ED38_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
Q19U45,Q19U45_CVHK1,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Human coronavirus HKU1 (HCoV-HKU1),Homo sapiens (Human) [TaxID: 9606],
A0A023J7B8,A0A023J7B8_9ALPC,unreviewed,Nucleoprotein,,Porcine epidemic diarrhea virus,,
A0A345ITA2,A0A345ITA2_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
D3XNW4,D3XNW4_9ALPC,unreviewed,ORF3 protein,,Porcine epidemic diarrhea virus,,
Q6J1C9,Q6J1C9_9GAMC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Infectious bronchitis virus,,
X2JHN2,X2JHN2_9BETC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Dromedary camel coronavirus HKU23,,
A0A2R4H2T2,A0A2R4H2T2_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
G9I1Q0,G9I1Q0_9ALPC,unreviewed,Non-structural protein,,Porcine epidemic diarrhea virus,,
A0A2K8IUW8,A0A2K8IUW8_9ALPC,unreviewed,Nucleoprotein,N,Porcine epidemic diarrhea virus,,
W8E2B5,W8E2B5_9GAMC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Infectious bronchitis virus,,
A0A291FE87,A0A291FE87_9ALPC,unreviewed,Envelope small membrane protein (E protein) (sM protein),E,Porcine epidemic diarrhea virus,,
Q19U36,Q19U36_CVHK1,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Human coronavirus HKU1 (HCoV-HKU1),Homo sapiens (Human) [TaxID: 9606],
H9BVK7,H9BVK7_9ALPC,unreviewed,Nucleoprotein,,Porcine epidemic diarrhea virus,,
A0A5B8NE92,A0A5B8NE92_9ALPC,unreviewed,Nucleoprotein,N,Porcine epidemic diarrhea virus,,
A0A068BCB3,A0A068BCB3_9ALPC,unreviewed,Nucleoprotein,N,Porcine epidemic diarrhea virus,,
A0A5J6APC3,A0A5J6APC3_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A238TQ01,A0A238TQ01_9ALPC,unreviewed,Replicase polyprotein,CZ761_174,Porcine epidemic diarrhea virus,,
Q0ZJ82,Q0ZJ82_CVHK1,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Human coronavirus HKU1 (HCoV-HKU1),Homo sapiens (Human) [TaxID: 9606],
A0A3R5UH96,A0A3R5UH96_9NIDO,unreviewed,S protein,,Porcine deltacoronavirus,,
A0A2U9A1I4,A0A2U9A1I4_9NIDO,unreviewed,Spike protein,,Porcine deltacoronavirus,,
A0A2Z5SPD8,A0A2Z5SPD8_9NIDO,unreviewed,Spike protein,S,Porcine deltacoronavirus,,
A0A1V0K0T5,A0A1V0K0T5_9NIDO,unreviewed,Spike protein,,Porcine deltacoronavirus,,
A0A220W0L0,A0A220W0L0_9NIDO,unreviewed,Polyprotein 1ab,ORF1ab,Porcine deltacoronavirus,,
A0A1V0E1F5,A0A1V0E1F5_CVHK1,unreviewed,Replicase polyprotein 1a,,Human coronavirus HKU1 (HCoV-HKU1),Homo sapiens (Human) [TaxID: 9606],
U3M785,U3M785_CVHOC,unreviewed,Replicase polyprotein 1a,Pp1a,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
A0A2D1QW21,A0A2D1QW21_CVHOC,unreviewed,ORF1a polyprotein,ORF1a,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
A0A0K0L8G1,A0A0K0L8G1_CVHOC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
A0A1W6DZX0,A0A1W6DZX0_CVHOC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
A0A385H6N0,A0A385H6N0_CVHOC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
A0A1S5VGD3,A0A1S5VGD3_CVHOC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
A0A3S6FJG2,A0A3S6FJG2_CVHOC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
A0A166XB78,A0A166XB78_9NIDO,unreviewed,Replicase polyprotein,ORF1ab,Porcine deltacoronavirus,,
U3M6S3,U3M6S3_CVHOC,unreviewed,Replicase polyprotein 1ab,Pp1ab,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
A0A1V0E0X3,A0A1V0E0X3_CVHOC,unreviewed,Replicase polyprotein 1ab,,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
A0A385H6H8,A0A385H6H8_CVHOC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
U3M6Z3,U3M6Z3_CVHOC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
U3M771,U3M771_CVHOC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
A0A2U9A1Q8,A0A2U9A1Q8_9NIDO,unreviewed,Spike protein,,Porcine deltacoronavirus,,
A0A2H4PWI8,A0A2H4PWI8_9NIDO,unreviewed,Spike protein,,Porcine deltacoronavirus,,
A0A2Z4G602,A0A2Z4G602_9NIDO,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Porcine deltacoronavirus,,
A0A1Y0DA17,A0A1Y0DA17_9NIDO,unreviewed,S protein,S,Porcine deltacoronavirus,,
A0A1Y0EUZ0,A0A1Y0EUZ0_CVHK1,unreviewed,Replicase polyprotein 1a,,Human coronavirus HKU1 (HCoV-HKU1),Homo sapiens (Human) [TaxID: 9606],
C6KN66,C6KN66_9INFA,unreviewed,Neuraminidase (EC 3.2.1.18) (Fragment),NA,Influenza A virus (A/Mexico City/105/2009(H1N1)),,
A0A451EU00,A0A451EU00_9BETC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Bovine coronavirus,,
A0A2I4Q082,A0A2I4Q082_9BETC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment),M,Bovine coronavirus,,
A0A411D592,A0A411D592_9BETC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),ORF8a N,Canine respiratory coronavirus,,
A0A4Y5SZA9,A0A4Y5SZA9_9GAMC,unreviewed,ORF1ab,1ab,Pheasant coronavirus,,
A0A5C0ZS70,A0A5C0ZS70_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment),M,Canine coronavirus,,
A0A1S6KXR4,A0A1S6KXR4_9BETC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Canine respiratory coronavirus,,
A0A291L0R5,A0A291L0R5_9ALPC,unreviewed,Hemagglutinin-esterase (HE protein) (EC 3.1.1.53) (E3 glycoprotein),HE,Camel coronavirus HKU23,,
A0A5C0ZX45,A0A5C0ZX45_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment),M,Canine coronavirus,,
A0A0U1UYW3,A0A0U1UYW3_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,BtMf-AlphaCoV/HeN2013,,
T2BBK0,T2BBK0_9BETC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Middle East respiratory syndrome-related coronavirus,,
A0A0U2GP34,A0A0U2GP34_9BETC,unreviewed,Polyprotein ORF1a,orf1a,Middle East respiratory syndrome-related coronavirus,,
X2G836,X2G836_9NIDO,unreviewed,Spike glycoprotein,S,Porcine coronavirus HKU15,,
D2E1D6,D2E1D6_CVHSA,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,SARS coronavirus ExoN1,,
A0A384WTW7,A0A384WTW7_9BETC,unreviewed,ORF1a,orf1ab,Middle East respiratory syndrome-related coronavirus,,
G4RJ75,G4RJ75_9GAMC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Infectious bronchitis virus,,
A0A3Q9K3M7,A0A3Q9K3M7_9BETC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Bovine coronavirus,,
C3VPK2,C3VPK2_9GAMC,unreviewed,Polyprotein 1a,,Infectious bronchitis virus,,
A0A1L7H964,A0A1L7H964_9GAMC,unreviewed,ORF5a,5a,Infectious bronchitis virus,,
Q64930,Q64930_9GAMC,unreviewed,Spike protein,gene 2,Infectious bronchitis virus,,
A0A1L1XGY7,A0A1L1XGY7_9GAMC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Infectious bronchitis virus,,
Q2I1B1,Q2I1B1_9GAMC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Infectious bronchitis virus,,
E2J830,E2J830_9GAMC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Infectious bronchitis virus,,
I6YAV9,I6YAV9_9GAMC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Infectious bronchitis virus,,
A0A1P8NPP5,A0A1P8NPP5_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Porcine epidemic diarrhea virus,,
A0A0P0TDG8,A0A0P0TDG8_9ALPC,unreviewed,Nucleoprotein,,Porcine epidemic diarrhea virus,,
A0A0H5AY49,A0A0H5AY49_9ALPC,unreviewed,Polyprotein,ORF1ab,Porcine epidemic diarrhea virus,,
A0A059VFK8,A0A059VFK8_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Porcine epidemic diarrhea virus,,
A0A5J6RCX1,A0A5J6RCX1_9GAMC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Infectious bronchitis virus,,
S5ZBQ3,S5ZBQ3_CVHK1,unreviewed,Hemagglutinin-esterase (HE protein) (EC 3.1.1.53) (E3 glycoprotein),HE,Human coronavirus HKU1 (HCoV-HKU1),Homo sapiens (Human) [TaxID: 9606],
Q0ZJ90,Q0ZJ90_CVHK1,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Human coronavirus HKU1 (HCoV-HKU1),Homo sapiens (Human) [TaxID: 9606],
B3VKF1,B3VKF1_9GAMC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Infectious bronchitis virus,,
A0A0K0YGK9,A0A0K0YGK9_9ALPC,unreviewed,Uncharacterized protein,ORF3,Porcine epidemic diarrhea virus,,
A0A238TMQ5,A0A238TMQ5_9ALPC,unreviewed,Replicase polyprotein,,Porcine epidemic diarrhea virus,,
A0A384QXZ7,A0A384QXZ7_CVHNL,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Human coronavirus NL63 (HCoV-NL63),Homo sapiens (Human) [TaxID: 9606],
Q0ZJA2,Q0ZJA2_CVHK1,unreviewed,Hemagglutinin-esterase (HE protein) (EC 3.1.1.53) (E3 glycoprotein),HE,Human coronavirus HKU1 (HCoV-HKU1),Homo sapiens (Human) [TaxID: 9606],
A0A238TMC3,A0A238TMC3_9ALPC,unreviewed,Replicase polyprotein,,Porcine epidemic diarrhea virus,,
A0A0D5Z9C5,A0A0D5Z9C5_9NIDO,unreviewed,S protein,S,Porcine deltacoronavirus,,
C6KN78,C6KN78_9INFA,unreviewed,Hemagglutinin (Fragment),HA,Influenza A virus (A/Mexico City/11/2009(H1N1)),,
A0A2H5A4I4,A0A2H5A4I4_9NIDO,unreviewed,Polyprotein 1ab,ORF1ab,Porcine deltacoronavirus,,
A0A1V0K0S9,A0A1V0K0S9_9NIDO,unreviewed,Spike protein,,Porcine deltacoronavirus,,
A0A1V0K0U1,A0A1V0K0U1_9NIDO,unreviewed,Spike protein,,Porcine deltacoronavirus,,
C6KNA4,C6KNA4_9INFA,unreviewed,Hemagglutinin (Fragment),HA,Influenza A virus (A/Mexico City/39/2009(H1N1)),,
A0A0D6A0R3,A0A0D6A0R3_TUMVJ,unreviewed,Polyprotein,,Turnip mosaic virus (strain Japanese) (TuMV),Alliaria petiolata (Garlic mustard) (Arabis petiolata) [TaxID: 126270]; Brassica [TaxID: 3705]; Calanthe [TaxID: 38206]; Capsella bursa-pastoris (Shepherd's purse) (Thlaspi bursa-pastoris) [TaxID: 3719]; Hesperis matronalis [TaxID: 264418]; Stellaria media (Common chickweed) (Alsine media) [TaxID: 13274]; Trifolium hybridum (Alsike clover) [TaxID: 74517],
U3M7M6,U3M7M6_CVHOC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
A0A0K0L8J2,A0A0K0L8J2_CVHOC,unreviewed,Replicase polyprotein 1ab,orf1ab,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
A0A1W6DZX6,A0A1W6DZX6_CVHOC,unreviewed,Replicase polyprotein 1ab,,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
B8Q8U1,B8Q8U1_CVHSA,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,SARS coronavirus BJ182-4,,
K4K2P7,K4K2P7_9ALPC,unreviewed,Orf1ab polyprotein,orf1ab,Hipposideros bat coronavirus HKU10,,
A0A0X9L8Q3,A0A0X9L8Q3_9NIDO,unreviewed,S protein,,Porcine deltacoronavirus,,
A0A0K0L886,A0A0K0L886_CVHOC,unreviewed,Replicase polyprotein 1ab,orf1ab,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
U3M6V1,U3M6V1_CVHOC,unreviewed,Replicase polyprotein 1ab,Pp1ab,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
A0A1V0K0T6,A0A1V0K0T6_9NIDO,unreviewed,Spike protein,,Porcine deltacoronavirus,,
A0A1S6K7S2,A0A1S6K7S2_9NIDO,unreviewed,S protein,S,Porcine deltacoronavirus,,
A0A240FW26,A0A240FW26_9ALPC,unreviewed,ORF1ab polyprotein,,Wencheng Sm shrew coronavirus,,
A0A142D7Z1,A0A142D7Z1_9BETC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Bovine coronavirus,,
Q6SRP9,Q6SRP9_CVHSA,unreviewed,Envelope small membrane protein (E protein) (sM protein),E,SARS coronavirus TW-HP1,,
Q2EF09,Q2EF09_9BETC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Bovine coronavirus,,
A6YD39,A6YD39_9BETC,unreviewed,Hemagglutinin-esterase (HE protein) (EC 3.1.1.53) (E3 glycoprotein),HE,Bovine coronavirus,,
A3FEW0,A3FEW0_9BETC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Bovine coronaviurus KV0501,,
A0A2R4STT8,A0A2R4STT8_9BETC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Bovine coronavirus,,
U3M6T2,U3M6T2_CVHOC,unreviewed,Replicase polyprotein 1ab,Pp1ab,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
A0A1S5VGC8,A0A1S5VGC8_CVHOC,unreviewed,Replicase polyprotein 1ab,orf1ab,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
A0A141ZUZ5,A0A141ZUZ5_9NIDO,unreviewed,Spike glycoprotein,S,Porcine deltacoronavirus,,
A0A0B4N7F3,A0A0B4N7F3_CVHOC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
T2BB24,T2BB24_9BETC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Middle East respiratory syndrome-related coronavirus,,
A0A0A0Q4U2,A0A0A0Q4U2_9BETC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Middle East respiratory syndrome-related coronavirus,,
A0A3Q8H3X8,A0A3Q8H3X8_9BETC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Middle East respiratory syndrome-related coronavirus,,
A0A0C4K0J2,A0A0C4K0J2_HBV,unreviewed,Protein X (HBx) (Peptide X) (pX),X,Hepatitis B virus (HBV),Homo sapiens (Human) [TaxID: 9606]; Pan troglodytes (Chimpanzee) [TaxID: 9598],
A0A411PBB0,A0A411PBB0_9BETC,unreviewed,ORF1ab,orf1ab,Middle East respiratory syndrome-related coronavirus,,
A0A1V0PKZ5,A0A1V0PKZ5_CVHNL,unreviewed,Replicase polyprotein 1ab,,Human coronavirus NL63 (HCoV-NL63),Homo sapiens (Human) [TaxID: 9606],
A0A4P8D759,A0A4P8D759_9NIDO,unreviewed,Spike protein,,Porcine deltacoronavirus,,
A0A4D6FZB8,A0A4D6FZB8_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein) (Fragment),M,Alphacoronavirus 1,,
A0A2Z5SFY0,A0A2Z5SFY0_9NIDO,unreviewed,Spike protein,S,Porcine deltacoronavirus,,
A0A140ES73,A0A140ES73_9NIDO,unreviewed,Polyprotein,,Porcine deltacoronavirus,,
A0A2R4QL30,A0A2R4QL30_9ALPC,unreviewed,Envelope small membrane protein (E protein) (sM protein),E,Alphacoronavirus Mink/China/1/2016,,
A0A2R4QKX9,A0A2R4QKX9_9ALPC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Alphacoronavirus Mink/China/1/2016,,
A0A191TBX0,A0A191TBX0_9NIDO,unreviewed,Polyprotein,ORF1a b,Porcine deltacoronavirus,,
A0A191TBX1,A0A191TBX1_9NIDO,unreviewed,Polyprotein,ORF1a b,Porcine deltacoronavirus,,
A0A222YTS1,A0A222YTS1_9NIDO,unreviewed,ORF1ab protein,ORF1ab,Porcine deltacoronavirus,,
A0A125QWU8,A0A125QWU8_9NIDO,unreviewed,S protein,,Porcine deltacoronavirus,,
A0A482KFM9,A0A482KFM9_CVHOC,unreviewed,Polyprotein,orf1ab,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
A0A0D6A0H3,A0A0D6A0H3_TUMVJ,unreviewed,Polyprotein,,Turnip mosaic virus (strain Japanese) (TuMV),Alliaria petiolata (Garlic mustard) (Arabis petiolata) [TaxID: 126270]; Brassica [TaxID: 3705]; Calanthe [TaxID: 38206]; Capsella bursa-pastoris (Shepherd's purse) (Thlaspi bursa-pastoris) [TaxID: 3719]; Hesperis matronalis [TaxID: 264418]; Stellaria media (Common chickweed) (Alsine media) [TaxID: 13274]; Trifolium hybridum (Alsike clover) [TaxID: 74517],
A0A0K0L9B0,A0A0K0L9B0_CVHOC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
A0A2P1M5K1,A0A2P1M5K1_BCHK9,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Bat coronavirus HKU9 (BtCoV) (BtCoV/HKU9),Rousettus leschenaultii (Leschenault's rousette) [TaxID: 9408],
A0A0K0L960,A0A0K0L960_CVHOC,unreviewed,Replicase polyprotein 1ab,orf1ab,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
A0A482K8U2,A0A482K8U2_CVHOC,unreviewed,Nucleocapsid protein,N,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
A0A0K0L8N3,A0A0K0L8N3_CVHOC,unreviewed,Replicase polyprotein 1ab,orf1ab,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
A0A0K0L891,A0A0K0L891_CVHOC,unreviewed,Replicase polyprotein 1ab,orf1ab,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
A0A1C8Z4S6,A0A1C8Z4S6_CVHOC,unreviewed,Polyprotein,orf1ab,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
A0A346JFE0,A0A346JFE0_9NIDO,unreviewed,Replicase polyprotein,ORF1a,Porcine deltacoronavirus,,
A0A1Y0EV31,A0A1Y0EV31_CVHOC,unreviewed,Replicase polyprotein 1ab,,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
A0A0K0L8G7,A0A0K0L8G7_CVHOC,unreviewed,Hemagglutinin-esterase (HE protein) (EC 3.1.1.53) (E3 glycoprotein),HE,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
A0A2D1QW28,A0A2D1QW28_CVHOC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
A0A3G2YVT8,A0A3G2YVT8_9NIDO,unreviewed,Spike protein,S,Porcine deltacoronavirus,,
A0A288N4S5,A0A288N4S5_9NIDO,unreviewed,Spike protein,S,Porcine deltacoronavirus,,
A0A1W6DZR7,A0A1W6DZR7_CVHOC,unreviewed,Hemagglutinin-esterase (HE protein) (EC 3.1.1.53) (E3 glycoprotein),HE,Human coronavirus OC43 (HCoV-OC43),Homo sapiens (Human) [TaxID: 9606],
A0A240FW17,A0A240FW17_9ALPC,unreviewed,ORF1ab polyprotein,,Wencheng Sm shrew coronavirus,,
Q6WGP2,Q6WGP2_CVHSA,unreviewed,Envelope small membrane protein (E protein) (sM protein),E,SARS coronavirus ZJ01,,
A0A3G8EWD5,A0A3G8EWD5_9ALPC,unreviewed,Spike protein,S,Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015,,
S4WML9,S4WML9_9BETC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Bovine coronavirus,,
I1VWF5,I1VWF5_CVH22,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Alpaca respiratory coronavirus,,
A7BKC2,A7BKC2_9BETC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Bovine coronavirus,,
A0A142D818,A0A142D818_9BETC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Bovine coronavirus,,
Q2EF07,Q2EF07_9BETC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Bovine coronavirus,,
A2T3M5,A2T3M5_9REOV,unreviewed,"Protein VP3 [Includes: 2',5'-phosphodiesterase (EC 3.1.4.-); mRNA guanylyltransferase (EC 2.7.7.50); mRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.56)]",VP3,Rotavirus A,,
K9Y3Y1,K9Y3Y1_HBV,unreviewed,Middle S protein (S protein),S,Hepatitis B virus (HBV),Homo sapiens (Human) [TaxID: 9606]; Pan troglodytes (Chimpanzee) [TaxID: 9598],
